Player,Versus,BasedOnMinutes,scouting_period,Per90_Average Pass Length,Per90_Avg. Distance of Def. Actions,Per90_Avg. Length of Goal Kicks,Per90_Clean Sheet Percentage,Per90_Clean Sheets,Per90_Corner Kick Goals Against,Per90_Crosses Faced,Per90_Crosses Stopped,Per90_Crosses Stopped %,Per90_Def. Actions Outside Pen. Area,Per90_Draws,Per90_Free Kick Goals Against,Per90_Goal Kicks,Per90_Goals Against,Per90_Launch %,Per90_Launch% (Goal Kicks),Per90_Losses,Per90_Own Goals Scored Against Goalkeeper,Per90_PSxG-GA,Per90_PSxG/SoT,Per90_Pass Completion Percentage (Launched),Per90_Passes Attempted (GK),Per90_Passes Attempted (Launched),Per90_Passes Completed (Launched),Per90_Penalty Kicks Allowed,Per90_Penalty Kicks Attempted,Per90_Penalty Kicks Missed,Per90_Penalty Kicks Saved,Per90_Post-Shot Expected Goals,Per90_Save Percentage,Per90_Save% (Penalty Kicks),Per90_Saves,Per90_Shots on Target Against,Per90_Throws Attempted,Per90_Wins
Stefan Ortega,Goalkeepers,635,2023-2024 Premier League,27.9,16.8,34.4,60.0,0.43,0.14,9.21,0.85,9.2,1.84,0.14,0.0,2.69,0.99,24.7,36.8,0.0,0.0,0.28,0.33,41.2,35.01,9.64,3.97,0.0,0.0,0.0,0.0,1.28,74.1,,2.83,3.83,3.4,0.57
Stefan Ortega,Goalkeepers,720,2024-2025 Premier League,24.8,17.2,25.4,25.0,0.25,0.13,10.75,0.25,2.3,1.13,0.38,0.0,5.25,1.25,17.8,28.6,0.25,0.0,0.05,0.31,50.0,32.25,7.25,3.63,0.13,0.13,0.0,0.0,1.3,73.5,0.0,3.0,4.25,4.25,0.38
Stefan Ortega,Goalkeepers,1452,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",25.7,16.5,31.4,46.7,0.43,0.12,9.3,0.5,5.3,1.24,0.31,0.0,4.59,1.05,19.4,33.8,0.12,0.06,0.11,0.3,45.9,30.93,7.56,3.47,0.06,0.06,0.0,0.0,1.1,72.9,0.0,2.67,3.66,3.84,0.5
Stefan Ortega,Goalkeepers,2790,2018-2019 2. Bundesliga,38.2,14.3,53.7,22.6,0.23,0.23,12.06,0.77,6.4,1.13,0.29,0.06,6.87,1.48,44.3,73.2,0.29,0.0,-0.08,0.31,49.0,49.1,26.81,13.13,0.1,0.1,0.0,0.0,1.41,68.1,0.0,2.87,4.35,3.9,0.42
Stefan Ortega,Goalkeepers,2970,2021-2022 Bundesliga,39.2,18.6,46.9,18.2,0.18,0.18,16.0,0.33,2.1,1.39,0.39,0.03,9.61,1.61,49.6,58.0,0.48,0.06,0.15,0.28,45.7,43.88,27.33,12.48,0.21,0.21,0.0,0.0,1.69,73.9,0.0,3.79,5.33,2.76,0.12
Stefan Ortega,Goalkeepers,3060,2017-2018 2. Bundesliga,40.1,14.9,56.5,32.4,0.32,0.15,14.41,1.88,13.1,2.06,0.35,0.03,7.53,1.38,52.3,81.3,0.29,0.03,0.04,0.28,43.8,41.15,27.65,12.12,0.06,0.06,0.0,0.0,1.39,72.2,0.0,3.41,4.76,4.24,0.35
Stefan Ortega,Goalkeepers,3060,2019-2020 2. Bundesliga,33.7,16.9,44.1,41.2,0.41,0.15,13.5,0.56,4.1,1.24,0.41,0.0,7.62,0.88,33.6,56.4,0.06,0.0,0.23,0.26,46.5,63.26,25.53,11.88,0.09,0.12,0.0,0.03,1.11,79.2,25.0,2.91,3.82,3.79,0.53
Stefan Ortega,Goalkeepers,3060,2020-2021 Bundesliga,38.6,16.8,49.1,32.4,0.32,0.15,15.44,0.5,3.2,1.29,0.24,0.0,7.35,1.53,45.9,63.2,0.5,0.03,0.09,0.29,46.5,49.94,27.59,12.82,0.15,0.18,0.0,0.03,1.59,72.4,16.7,3.47,5.0,3.56,0.26
Steven Benda,Goalkeepers,1260,2021-2022 Championship,36.9,12.8,45.7,21.4,0.21,0.21,16.71,1.29,7.7,1.0,0.21,0.07,9.36,1.86,46.0,58.8,0.71,0.07,-0.07,0.31,31.3,30.29,19.43,6.07,0.14,0.14,0.0,0.0,1.71,67.6,0.0,3.5,5.29,4.43,0.07
Steven Benda,Goalkeepers,1860,2022-2023 Championship,31.1,15.6,34.0,25.0,0.24,0.29,11.85,1.02,8.6,1.35,0.29,0.05,5.61,1.31,29.7,35.3,0.29,0.0,-0.23,0.31,26.3,25.6,9.58,2.52,0.0,0.1,0.05,0.05,1.05,60.9,100.0,1.98,3.34,5.47,0.44
Tom Heaton,Goalkeepers,1710,2018-2019 Premier League,48.2,16.4,60.7,21.1,0.21,0.11,17.53,0.42,2.4,1.53,0.21,0.05,9.05,1.42,73.4,89.0,0.37,0.16,-0.11,0.26,39.2,21.79,24.05,9.42,0.05,0.05,0.0,0.0,1.16,68.7,0.0,3.11,4.37,2.37,0.42
Tom Heaton,Goalkeepers,1794,2019-2020 Premier League,39.5,12.1,50.5,21.1,0.2,0.35,19.01,0.55,2.9,0.65,0.15,0.05,9.78,1.76,52.4,67.7,0.55,0.05,-0.27,0.26,31.3,21.62,17.96,5.62,0.15,0.15,0.0,0.0,1.42,68.6,0.0,3.41,5.12,4.97,0.3
Vitezslav Jaros,Goalkeepers,360,vs. Goalkeepers,33.5,13.4,45.4,25.0,0.25,0.25,13.0,0.75,5.8,1.0,0.25,0.0,5.5,1.25,37.2,59.1,0.25,0.0,0.48,0.34,25.0,23.5,12.0,3.0,0.0,0.0,0.0,0.0,1.73,76.2,,4.0,5.25,6.25,0.5
Wes Foderingham,Goalkeepers,849,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",41.2,14.6,51.4,0.0,0.0,0.21,15.69,1.38,8.8,1.8,0.11,0.0,9.75,3.18,55.4,70.7,0.74,0.21,-0.45,0.3,28.1,26.4,21.52,6.04,0.42,0.42,0.0,0.0,2.52,62.3,0.0,4.35,7.31,2.54,0.11
Wes Foderingham,Goalkeepers,2649,2023-2024 Premier League,40.2,14.7,52.1,3.4,0.03,0.27,15.9,0.95,6.0,1.43,0.14,0.0,8.9,2.68,54.5,72.9,0.75,0.17,-0.12,0.33,33.2,26.6,21.0,6.96,0.17,0.2,0.03,0.0,2.39,63.7,0.0,4.42,6.93,3.43,0.1
Wes Foderingham,Goalkeepers,2880,2021-2022 Championship,36.7,13.4,37.8,56.3,0.56,0.09,11.75,1.0,8.5,0.75,0.28,0.0,6.38,0.72,43.5,45.1,0.19,0.03,0.21,0.29,35.3,21.03,12.03,4.25,0.03,0.09,0.0,0.06,0.9,77.1,66.7,2.25,3.0,4.63,0.53
Wes Foderingham,Goalkeepers,3512,2022-2023 Championship,38.6,13.2,42.4,45.9,0.44,0.15,13.89,1.15,8.3,0.9,0.15,0.0,6.89,0.82,47.1,50.6,0.26,0.03,0.03,0.29,34.3,20.07,13.02,4.46,0.0,0.03,0.0,0.03,0.81,69.8,100.0,1.9,2.72,3.92,0.62
Łukasz Fabiański,Goalkeepers,721,2023-2024 Premier League,39.0,7.6,45.1,14.3,0.12,0.37,14.23,1.0,7.0,0.12,0.12,0.0,6.99,2.62,50.0,57.1,0.37,0.12,-0.03,0.33,40.7,22.72,15.35,6.24,0.37,0.37,0.0,0.0,2.47,66.0,0.0,4.12,6.62,5.49,0.37
Łukasz Fabiański,Goalkeepers,810,2023-2024 Europa League,36.2,13.1,35.6,44.4,0.44,0.22,12.33,0.78,6.3,0.44,0.11,0.0,5.89,0.67,43.7,39.6,0.22,0.0,0.2,0.23,45.5,20.33,11.22,5.11,0.0,0.0,0.0,0.0,0.87,83.3,,3.33,4.0,4.0,0.67
Łukasz Fabiański,Goalkeepers,980,2024-2025 Premier League,36.5,14.4,45.0,20.0,0.18,0.28,16.99,0.55,3.2,1.01,0.28,0.09,8.17,1.65,42.4,60.7,0.28,0.0,0.2,0.32,33.3,30.12,18.18,6.06,0.18,0.18,0.0,0.0,1.9,71.9,0.0,3.86,5.51,4.32,0.46
Łukasz Fabiański,Goalkeepers,1791,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",37.9,12.2,44.8,16.7,0.15,0.3,15.13,0.6,4.0,0.6,0.25,0.05,7.64,1.86,45.9,58.6,0.35,0.05,0.16,0.31,37.5,25.93,16.63,6.23,0.25,0.25,0.0,0.0,2.0,71.7,0.0,4.02,5.83,4.27,0.35
Łukasz Fabiański,Goalkeepers,2117,2019-2020 Premier League,43.5,10.3,58.6,21.7,0.21,0.09,16.24,0.47,2.9,0.34,0.3,0.04,8.16,1.45,60.2,86.5,0.43,0.09,0.04,0.27,41.5,20.41,19.34,8.04,0.13,0.17,0.0,0.04,1.36,70.2,25.0,3.02,4.42,4.25,0.34
Łukasz Fabiański,Goalkeepers,3111,2022-2023 Premier League,39.6,13.0,44.8,24.2,0.23,0.09,14.84,0.84,5.7,0.72,0.17,0.0,7.2,1.39,54.8,59.8,0.55,0.03,-0.03,0.28,38.4,18.95,14.93,5.73,0.06,0.12,0.03,0.03,1.33,69.7,33.3,3.07,4.46,4.43,0.32
Łukasz Fabiański,Goalkeepers,3150,2020-2021 Premier League,40.4,10.8,51.9,28.6,0.29,0.11,14.74,0.74,5.0,0.43,0.23,0.0,7.77,1.26,54.9,75.0,0.29,0.11,0.02,0.27,39.1,21.09,17.4,6.8,0.09,0.14,0.03,0.03,1.17,70.3,25.0,2.77,3.94,4.4,0.49
Łukasz Fabiański,Goalkeepers,3330,2021-2022 Premier League,38.2,10.4,44.4,21.6,0.22,0.22,16.08,0.76,4.7,0.32,0.22,0.05,7.49,1.35,48.9,59.6,0.35,0.05,-0.03,0.26,36.8,19.89,14.19,5.22,0.05,0.16,0.03,0.08,1.26,70.4,60.0,3.0,4.38,4.43,0.43
Łukasz Fabiański,Goalkeepers,3420,2017-2018 Premier League,42.2,11.4,59.9,23.7,0.24,0.13,16.18,1.11,6.8,0.58,0.24,0.03,9.42,1.47,54.5,87.7,0.55,0.05,0.14,0.28,38.8,24.05,21.37,8.29,0.08,0.16,0.0,0.08,1.57,72.1,50.0,3.5,5.0,4.18,0.21
Łukasz Fabiański,Goalkeepers,3420,2018-2019 Premier League,43.0,12.1,61.3,18.4,0.18,0.26,14.58,0.76,5.2,0.42,0.18,0.0,8.13,1.45,59.0,91.9,0.42,0.03,0.23,0.31,37.1,24.13,21.71,8.05,0.11,0.13,0.0,0.03,1.65,74.2,20.0,3.76,5.21,4.08,0.39
